AK-47 | Inheritance (Battle-Scarred) | 0.456897556782 | 51539466663
AK-47 | Slate (Well-Worn) | 0.422036379576 | 50557489835
Five-SeveN | Heat Treated (Field-Tested) | 0.340043306351 | 48775466742
Galil AR | Green Apple (Field-Tested) | 0.196400836110 | 49268935475
Galil AR | Green Apple (Field-Tested) | 0.203942775726 | 49268876729
Galil AR | Green Apple (Field-Tested) | 0.273392021656 | 49268991727
Galil AR | Green Apple (Field-Tested) | 0.277754604816 | 49268909146
M4A1-S | Black Lotus (Field-Tested) | 0.153355076909 | 51408734707
M4A1-S | Black Lotus (Field-Tested) | 0.194462686777 | 51484374824
M4A1-S | Black Lotus (Field-Tested) | 0.197799623013 | 51413560677
M4A1-S | Black Lotus (Field-Tested) | 0.211178600788 | 51685209920
M4A1-S | Black Lotus (Field-Tested) | 0.298507064581 | 51408734706
M4A1-S | Black Lotus (Minimal Wear) | 0.092970706522 | 51685264341
MAC-10 | Candy Apple (Factory New) | 0.043680321425 | 50538608190
P250 | Small Game (Factory New) | 0.064837045968 | 48775466760
Souvenir AUG | Radiation Hazard (Factory New) | 0.052423827350 | 51287446019
Souvenir AUG | Storm (Field-Tested) | 0.364045441151 | 51504028657
Souvenir AUG | Sweeper (Battle-Scarred) | 0.554366827011 | 51331209218
Souvenir AUG | Sweeper (Factory New) | 0.034252371639 | 50095456169
Souvenir AUG | Sweeper (Field-Tested) | 0.244026288390 | 51578089189
Souvenir AUG | Sweeper (Field-Tested) | 0.257071197033 | 50941723483
Souvenir AUG | Sweeper (Minimal Wear) | 0.132900103927 | 51188112785
Souvenir AUG | Sweeper (Minimal Wear) | 0.136342301965 | 51450499601
Souvenir CZ75-Auto | Silver (Factory New) | 0.007552636787 | 50032736023
Souvenir Desert Eagle | Urban DDPAT (Field-Tested) | 0.377394080162 | 51572601362
Souvenir Dual Berettas | Colony (Field-Tested) | 0.240307927132 | 51176415256
Souvenir Dual Berettas | Colony (Field-Tested) | 0.360525578260 | 51253331576
Souvenir Dual Berettas | Contractor (Field-Tested) | 0.340188771486 | 50878568687
